adult,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
False,"[80, 18, 10749, 9648, 53]",12150,en,Sea of Love,15.338,1989-09-15,Sea of Love,6.596,586
False,"[18, 10749]",250124,en,The Diary of a Teenage Girl,18.054,2015-08-07,The Diary of a Teenage Girl,6.595,693
False,[18],31007,en,Welcome to the Rileys,20.58,2010-10-29,Welcome to the Rileys,6.595,380
False,"[18, 27, 53]",833339,da,Speak No Evil,21.825,2022-03-17,Speak No Evil,6.6,565
False,"[28, 53]",617502,en,Jolt,36.81,2021-07-15,Jolt,6.594,1160
False,"[35, 80, 18]",92591,en,Bernie,12.823,2012-04-27,Bernie,6.594,861
False,[27],9532,en,Final Destination,47.352,2000-03-17,Final Destination,6.593,5300
False,[35],8005,en,Robin Hood: Men in Tights,32.618,1993-07-28,Robin Hood: Men in Tights,6.594,1964
False,"[12, 10749, 18]",6972,en,Australia,29.36,2008-11-18,Australia,6.6,2206
False,"[28, 16, 80, 18]",382322,en,Batman: The Killing Joke,28.535,2016-07-24,Batman: The Killing Joke,6.591,1734
False,"[27, 53, 9648]",83899,en,You're Next,21.509,2013-08-22,You're Next,6.593,2365
False,"[35, 18]",39781,en,The Kids Are All Right,17.23,2010-07-09,The Kids Are All Right,6.593,1410
False,"[12, 18, 28, 53, 10752]",11372,en,The Eagle Has Landed,22.45,1976-12-24,The Eagle Has Landed,6.593,301
False,"[28, 18, 9648, 53]",8834,en,Conspiracy Theory,33.953,1997-08-08,Conspiracy Theory,6.593,1363
False,"[27, 35]",5680,en,Elvira: Mistress of the Dark,18.532,1988-09-30,Elvira: Mistress of the Dark,6.6,488
False,"[35, 9648]",512,en,Scoop,16.935,2006-07-27,Scoop,6.593,1557
False,"[16, 18, 14]",431819,ja,打ち上げ花火、下から見るか？横から見るか？,21.778,2017-08-18,Fireworks,6.592,321
False,"[80, 18, 53]",241239,en,A Most Violent Year,31.261,2014-12-31,A Most Violent Year,6.592,1344
False,"[18, 28, 53]",4105,en,Black Rain,30.879,1989-09-22,Black Rain,6.592,1011
False,"[28, 16, 80, 18]",382322,en,Batman: The Killing Joke,28.535,2016-07-24,Batman: The Killing Joke,6.591,1734
False,"[53, 80, 18]",109421,en,Side Effects,25.426,2013-02-07,Side Effects,6.6,2964
False,"[878, 28, 12]",80274,en,Ender's Game,32.116,2013-10-24,Ender's Game,6.591,5593
False,"[14, 35, 10749]",12185,en,Heaven Can Wait,22.586,1978-06-28,Heaven Can Wait,6.591,370
False,[53],9944,en,The Pelican Brief,27.381,1993-09-17,The Pelican Brief,6.6,1462
False,"[80, 53]",800158,en,The Killer,48.229,2023-10-25,The Killer,6.59,1719
False,"[18, 14, 9648, 53]",500840,en,I'm Thinking of Ending Things,25.344,2020-08-28,I'm Thinking of Ending Things,6.59,1823
False,"[16, 28, 12]",166076,en,Superman: Unbound,21.192,2013-04-23,Superman: Unbound,6.59,373
False,"[27, 878]",9638,en,Phantasm,13.992,1979-03-28,Phantasm,6.59,647
False,"[10749, 35]",332340,en,Man Up,20.03,2015-05-29,Man Up,6.6,925
False,"[53, 80, 18]",10952,en,New Jack City,18.306,1991-03-08,New Jack City,6.589,495
False,[27],215,en,Saw II,41.938,2005-10-28,Saw II,6.6,5113
False,"[28, 53, 80]",706503,fr,Balle perdue,11.957,2020-06-19,Lost Bullet,6.589,755
False,"[12, 28, 53]",668,en,On Her Majesty's Secret Service,31.854,1969-12-18,On Her Majesty's Secret Service,6.588,1765
False,"[10751, 35, 14]",454467,en,Noelle,15.62,2019-11-12,Noelle,6.587,606
False,"[18, 10749]",113160,fr,Ma première fois,8.684,2012-01-18,My First Time,6.587,529
False,"[35, 18, 10751, 10402, 10749]",18126,en,Hannah Montana: The Movie,26.279,2009-04-10,Hannah Montana: The Movie,6.587,1955
False,"[18, 10402, 10749]",12637,en,"New York, New York",17.032,1977-06-21,"New York, New York",6.587,426
False,"[27, 53, 878]",1562,en,28 Weeks Later,28.729,2007-04-26,28 Weeks Later,6.586,4058
False,"[12, 28, 53]",668,en,On Her Majesty's Secret Service,31.854,1969-12-18,On Her Majesty's Secret Service,6.588,1765
False,"[12, 18, 14]",559907,en,The Green Knight,31.246,2021-07-29,The Green Knight,6.584,1718
False,"[10751, 35, 14]",454467,en,Noelle,15.62,2019-11-12,Noelle,6.587,606
False,"[27, 35, 53]",253306,en,Housebound,17.034,2014-09-04,Housebound,6.586,800
False,"[28, 12, 35, 80, 53]",944,en,Lethal Weapon 4,36.226,1998-07-10,Lethal Weapon 4,6.586,2495
False,"[28, 53]",645788,en,The Protégé,31.465,2021-08-19,The Protégé,6.585,910
False,"[9648, 53]",471506,en,Greta,23.614,2019-02-28,Greta,6.585,1247
False,[18],410117,en,Lady Macbeth,25.224,2016-12-12,Lady Macbeth,6.585,720
False,"[28, 53, 12]",50456,en,Hanna,21.415,2011-04-07,Hanna,6.586,3232
False,[53],411638,es,Tarde para la ira,11.267,2016-09-09,The Fury of a Patient Man,6.584,413
False,"[35, 18, 10749]",206408,fr,Casse-Tête Chinois,14.472,2013-12-04,Chinese Puzzle,6.584,658
False,"[35, 10749]",2105,en,American Pie,56.556,1999-07-09,American Pie,6.584,7366
False,"[35, 18, 9648]",720755,en,The Kid Detective,21.804,2020-10-16,The Kid Detective,6.583,366
False,"[18, 35]",487476,fr,Le Jeu,17.149,2018-10-17,Nothing to Hide,6.583,1307
False,"[18, 10749]",311291,en,45 Years,20.304,2015-08-04,45 Years,6.582,704
False,[35],9352,en,EuroTrip,46.485,2004-02-20,EuroTrip,6.583,2411
False,"[10751, 16, 35, 28]",11430,en,The Lion King 1½,46.709,2004-02-06,The Lion King 1½,6.582,2856
False,"[35, 10402, 18]",6575,en,Walk Hard: The Dewey Cox Story,22.552,2007-12-21,Walk Hard: The Dewey Cox Story,6.582,633
False,"[9648, 53]",1586,en,Secret Window,49.455,2004-03-12,Secret Window,6.582,3433
False,"[35, 27, 14]",649609,en,Renfield,35.406,2023-04-07,Renfield,6.581,1376
False,"[28, 18, 36, 53]",300673,en,The Finest Hours,23.621,2016-01-27,The Finest Hours,6.581,1537
False,"[35, 18, 10402, 10749]",10875,en,The Fabulous Baker Boys,17.026,1989-10-13,The Fabulous Baker Boys,6.581,303
False,"[28, 12, 18, 10749, 10752]",9093,en,The Four Feathers,19.934,2002-09-08,The Four Feathers,6.6,505
False,[35],11183,fr,Les Bronzés,10.225,1978-11-11,French Fried Vacation,6.58,850
False,"[28, 12, 35, 10751, 14]",1593,en,Night at the Museum,40.073,2006-12-20,Night at the Museum,6.58,9822
False,"[35, 27, 53]",551804,en,Freaky,33.186,2020-11-12,Freaky,6.579,1515
False,"[35, 18]",511785,en,Alex Strangelove,13.46,2018-04-16,Alex Strangelove,6.582,1501
False,"[27, 878]",21159,en,The Last Man on Earth,15.829,1964-05-06,The Last Man on Earth,6.579,400
False,[27],11298,en,The Howling,36.92,1981-01-21,The Howling,6.579,706
False,"[18, 35]",8696,en,Calendar Girls,15.439,2003-09-02,Calendar Girls,6.579,354
False,"[9648, 53, 18]",8066,en,Stay,23.183,2005-09-24,Stay,6.579,1234
False,[18],3877,en,Things We Lost in the Fire,14.85,2007-09-26,Things We Lost in the Fire,6.579,331
False,"[10749, 18]",2882,fr,"Ensemble, c'est tout",11.351,2007-03-21,Hunting & Gathering,6.579,382
False,"[18, 10751, 14]",413518,it,Pinocchio,17.278,2019-12-19,Pinocchio,6.578,1460
False,"[28, 36, 10752]",13922,en,The Great Raid,26.725,2005-08-12,The Great Raid,6.578,329
False,"[80, 18, 9648, 53]",11468,en,The Salton Sea,17.085,2002-02-02,The Salton Sea,6.6,301
False,"[28, 18, 53]",10412,en,Romper Stomper,13.971,1992-03-05,Romper Stomper,6.578,479
False,"[14, 28, 53]",834,en,Underworld: Evolution,43.444,2006-01-12,Underworld: Evolution,6.579,3832
False,[35],967585,fr,Alibi.com 2,52.849,2023-02-08,Alibi.com 2,6.577,345
False,"[28, 18, 53]",10412,en,Romper Stomper,13.971,1992-03-05,Romper Stomper,6.578,479
False,[35],967585,fr,Alibi.com 2,52.849,2023-02-08,Alibi.com 2,6.577,345
False,"[35, 53]",480001,en,The Art of Self-Defense,18.351,2019-07-12,The Art of Self-Defense,6.577,675
False,"[28, 53]",44048,en,Unstoppable,34.344,2010-11-04,Unstoppable,6.577,3352
False,"[18, 10749, 80]",12165,en,The Burning Plain,18.018,2008-11-07,The Burning Plain,6.577,414
False,"[80, 18]",5121,en,The Sugarland Express,10.994,1974-04-05,The Sugarland Express,6.6,352
False,"[35, 18, 10749]",242042,en,Barefoot,27.723,2014-02-02,Barefoot,6.576,584
False,"[18, 9648, 35]",171274,en,Inherent Vice,38.961,2014-12-12,Inherent Vice,6.6,2382
False,"[35, 80]",51540,en,Horrible Bosses,44.538,2011-07-08,Horrible Bosses,6.576,6113
False,"[28, 53]",423204,en,Angel Has Fallen,56.295,2019-08-21,Angel Has Fallen,6.575,3304
False,"[27, 53]",21407,en,The Collector,22.537,2009-07-09,The Collector,6.575,1385
False,"[35, 18]",10503,en,Happy-Go-Lucky,15.501,2008-04-18,Happy-Go-Lucky,6.575,421
False,"[35, 10749, 14]",433310,en,When We First Met,24.324,2018-02-09,When We First Met,6.574,2232
False,"[35, 28, 14]",594767,en,Shazam! Fury of the Gods,88.068,2023-03-15,Shazam! Fury of the Gods,6.573,2824
False,"[18, 27, 9648]",575776,en,Saint Maud,21.029,2020-10-09,Saint Maud,6.573,659
False,"[18, 36]",457136,en,Mary Queen of Scots,26.348,2018-12-07,Mary Queen of Scots,6.573,1707
False,"[878, 10749, 27]",28260,en,Return of the Living Dead III,24.405,1993-10-01,Return of the Living Dead III,6.573,791
False,"[18, 36]",20539,en,The Crucible,35.315,1996-11-27,The Crucible,6.573,470
False,"[35, 10749, 878]",18331,en,The Nutty Professor,19.217,1963-06-04,The Nutty Professor,6.573,391
False,"[18, 35]",239678,en,This Is Where I Leave You,24.839,2014-09-10,This Is Where I Leave You,6.572,1250
False,"[28, 12]",9342,en,The Mask of Zorro,44.566,1998-07-16,The Mask of Zorro,6.572,3823
False,"[12, 16, 14]",123,en,The Lord of the Rings,27.83,1978-11-15,The Lord of the Rings,6.572,823
False,"[27, 9648]",270303,en,It Follows,38.488,2015-02-04,It Follows,6.571,6083
False,"[35, 18, 10749]",10409,en,Strictly Ballroom,17.366,1992-08-20,Strictly Ballroom,6.571,326
False,"[35, 18, 10749]",4564,en,Sex and the City,41.041,2008-05-12,Sex and the City,6.57,2031
False,"[18, 53]",48289,en,The Debt,30.579,2010-09-30,The Debt,6.57,848
False,"[35, 28, 18]",45132,en,Super,26.912,2010-11-26,Super,6.57,1448
False,"[35, 80, 9648]",39939,en,Super Troopers,14.278,2001-02-15,Super Troopers,6.57,1028
False,[27],10389,cn,見鬼,18.319,2002-05-09,The Eye,6.57,395
False,"[53, 18, 80]",164457,en,Out of the Furnace,29.298,2013-11-09,Out of the Furnace,6.569,1863
False,"[10751, 16, 14, 12, 35]",22586,en,The Swan Princess,28.988,1994-11-18,The Swan Princess,6.569,927
False,"[35, 18, 10751, 10402, 10749, 10770]",10947,en,High School Musical,34.604,2006-01-20,High School Musical,6.6,4434
False,"[18, 35, 80]",577,en,To Die For,24.167,1995-09-22,To Die For,6.569,729
False,"[10752, 53]",345009,en,Mine,28.748,2016-10-06,Mine,6.6,1229
False,"[12, 18]",12775,en,Flesh + Blood,21.009,1985-08-30,Flesh + Blood,6.568,346
False,"[35, 80, 10749]",2779,en,The Curse of the Jade Scorpion,14.144,2001-08-05,The Curse of the Jade Scorpion,6.568,724
False,"[80, 18, 53]",44945,en,Trust,22.039,2010-09-10,Trust,6.6,892
False,"[18, 27, 53]",12720,ja,自殺サークル,14.881,2001-10-29,Suicide Club,6.567,451
False,"[35, 80, 18]",10872,en,The Ref,17.887,1994-03-09,The Ref,6.567,308
False,[18],467936,en,The Children Act,21.125,2018-08-01,The Children Act,6.566,591
False,"[35, 10749, 18, 10751, 10402]",11887,en,High School Musical 3: Senior Year,25.641,2008-10-11,High School Musical 3: Senior Year,6.6,3363
False,"[18, 53, 9648]",10398,en,Double Jeopardy,36.094,1999-09-24,Double Jeopardy,6.6,1234
False,"[18, 9648, 80]",10388,en,The Limey,19.868,1999-10-08,The Limey,6.566,396
False,"[28, 35, 10752]",9595,en,Hot Shots!,37.085,1991-07-31,Hot Shots!,6.566,2037
False,"[878, 35, 80]",816,en,Austin Powers: International Man of Mystery,32.309,1997-05-02,Austin Powers: International Man of Mystery,6.566,3211
False,"[28, 53, 12]",667,en,You Only Live Twice,39.523,1967-06-13,You Only Live Twice,6.566,2051
False,"[53, 80]",163,en,Ocean's Twelve,49.35,2004-12-09,Ocean's Twelve,6.566,6952
False,"[18, 10749]",544404,fr,Celle que vous croyez,17.841,2019-02-27,Who You Think I Am,6.565,308
False,[18],595586,en,Causeway,21.185,2022-10-28,Causeway,6.564,383
False,[18],329712,fr,La Loi du marché,10.661,2015-03-16,The Measure of a Man,6.564,328
False,"[18, 53]",15393,en,Play Misty for Me,21.911,1971-10-01,Play Misty for Me,6.564,454
False,"[18, 10749]",11012,en,Damage,21.004,1992-12-02,Damage,6.564,421
False,"[80, 53, 18, 27]",8461,en,Funny Games,20.042,2008-03-14,Funny Games,6.6,1937
False,[18],489927,en,The Kindergarten Teacher,17.696,2018-09-23,The Kindergarten Teacher,6.6,324
False,"[53, 14]",448095,en,I Still See You,18.493,2018-09-27,I Still See You,6.563,586
False,"[28, 16, 14]",287590,ja,聖闘士星矢 LEGEND of SANCTUARY,34.401,2014-06-21,Saint Seiya: Legend of Sanctuary,6.563,652
False,"[80, 18, 53]",398181,en,You Were Never Really Here,18.635,2017-11-08,You Were Never Really Here,6.562,2652
False,"[35, 10749]",347626,en,He's All That,42.148,2021-08-27,He's All That,6.562,1299
False,"[27, 28, 35]",241842,no,Død Snø 2,17.545,2014-02-12,Dead Snow 2: Red vs. Dead,6.562,589
False,"[18, 53, 28, 12]",75174,en,The Grey,39.704,2012-01-26,The Grey,6.562,3668
False,"[18, 10749]",64678,en,The Art of Getting By,20.504,2011-06-17,The Art of Getting By,6.562,1257
False,"[16, 10751, 10402, 35]",13062,en,Boundin',16.625,2003-11-04,Boundin',6.6,522
False,"[35, 27, 53, 9648, 14]",9707,en,Bubba Ho-tep,14.264,2002-06-09,Bubba Ho-tep,6.562,565
False,"[80, 18, 27, 53]",8643,en,The Exorcism of Emily Rose,40.992,2005-09-09,The Exorcism of Emily Rose,6.562,2639
False,"[16, 35, 14]",877183,en,The Simpsons in Plusaversary,30.261,2021-11-12,The Simpsons in Plusaversary,6.561,393
False,"[18, 10749]",814338,en,Lady Chatterley's Lover,24.786,2022-11-22,Lady Chatterley's Lover,6.561,359
False,"[878, 12, 28]",348350,en,Solo: A Star Wars Story,49.564,2018-05-15,Solo: A Star Wars Story,6.6,8153
False,"[28, 80, 53]",339095,en,The Last Days of American Crime,8.271,2020-06-05,The Last Days of American Crime,6.561,797
False,"[27, 53, 9648]",585216,en,Escape Room: Tournament of Champions,50.569,2021-07-01,Escape Room: Tournament of Champions,6.56,1870
False,"[16, 10751]",10800,fr,Chasseurs de dragons,15.008,2008-03-19,Dragon Hunters,6.56,430
False,"[35, 18, 10749]",8488,en,Hitch,39.29,2005-02-11,Hitch,6.56,5540
False,"[18, 35, 10749]",2788,en,Reality Bites,17.78,1994-02-18,Reality Bites,6.6,683
False,"[35, 18]",396810,en,The Last Word,19.382,2017-03-03,The Last Word,6.559,340
False,"[18, 35]",351044,en,Welcome to Marwen,24.585,2018-12-21,Welcome to Marwen,6.6,1092
False,"[28, 12, 35, 878]",310135,en,Turbo Kid,22.956,2015-08-14,Turbo Kid,6.6,663
False,"[12, 10751, 14]",241259,en,Alice Through the Looking Glass,53.495,2016-05-25,Alice Through the Looking Glass,6.559,6188
False,"[16, 12, 14]",16910,ja,劇場版 NARUTO -ナルト- 大激突!幻の地底遺跡だってばよ,27.292,2005-08-06,Naruto the Movie: Legend of the Stone of Gelel,6.6,338
False,"[35, 10749]",16538,en,"I Love You, Man",33.316,2009-03-20,"I Love You, Man",6.559,1619
False,[35],12133,en,Step Brothers,39.131,2008-07-25,Step Brothers,6.559,2958
False,"[18, 14]",4958,en,The Legend of Bagger Vance,19.845,2000-11-02,The Legend of Bagger Vance,6.559,843
False,"[12, 28, 878]",1894,en,Star Wars: Episode II - Attack of the Clones,34.412,2002-05-15,Star Wars: Episode II - Attack of the Clones,6.559,12693
False,"[28, 35, 80]",955916,en,Lift,163.984,2024-01-10,Lift,6.6,934
False,[35],435921,it,L'ora legale,7.268,2017-01-19,It’s the Law,6.558,738
False,"[35, 18, 10749, 12]",88005,en,Seeking a Friend for the End of the World,17.896,2012-06-22,Seeking a Friend for the End of the World,6.558,1939
False,"[12, 35, 10749]",59860,en,Monte Carlo,31.673,2011-07-01,Monte Carlo,6.558,2040
False,"[80, 35, 10749]",11300,en,Something Wild,12.963,1986-11-07,Something Wild,6.558,310
False,"[35, 18, 14, 10749]",10215,en,Sliding Doors,18.148,1998-04-23,Sliding Doors,6.558,1243
False,"[10751, 35, 16]",7518,en,Over the Hedge,67.19,2006-05-17,Over the Hedge,6.558,4264
False,"[35, 10749, 18]",3638,en,No Reservations,49.735,2007-06-15,No Reservations,6.557,1199
False,"[35, 9648]",3049,en,Ace Ventura: Pet Detective,42.423,1994-02-04,Ace Ventura: Pet Detective,6.557,5526
False,"[16, 12, 18, 10749, 878]",12924,ja,雲のむこう、約束の場所,22.823,2004-11-20,The Place Promised in Our Early Days,6.556,480
False,[18],112336,en,Hitchcock,56.732,2012-11-22,Hitchcock,6.6,1449
False,"[12, 35, 27, 10751]",864959,en,The Curse of Bridge Hollow,16.118,2022-10-14,The Curse of Bridge Hollow,6.554,429
False,"[18, 9648, 878, 53]",565743,en,The Vast of Night,14.575,2019-06-01,The Vast of Night,6.554,963
False,"[12, 35, 18, 10751]",25059,en,Homeward Bound II: Lost in San Francisco,18.095,1996-03-08,Homeward Bound II: Lost in San Francisco,6.554,436
False,"[28, 35]",10890,en,Stripes,31.404,1981-06-26,Stripes,6.554,848
False,"[35, 10749, 10402]",9429,en,A Night at the Roxbury,33.786,1998-10-01,A Night at the Roxbury,6.554,849
False,"[16, 28, 878, 10751, 12]",7450,en,Titan A.E.,29.775,2000-06-16,Titan A.E.,6.554,1030
False,"[12, 10751]",5139,fr,Le Renard et l'Enfant,9.725,2007-12-27,The Fox and the Child,6.554,334
False,"[18, 53]",1945,en,Nell,17.805,1994-12-23,Nell,6.554,467
False,"[27, 53]",424139,en,Halloween,57.568,2018-10-18,Halloween,6.553,4487
False,"[28, 27, 9648, 878, 53]",19898,en,Pandorum,26.171,2009-09-08,Pandorum,6.553,2243
False,"[28, 53]",19124,en,Blind Fury,28.798,1989-08-17,Blind Fury,6.553,423
False,"[27, 53]",11281,en,Halloween II,34.191,1981-10-30,Halloween II,6.553,1898
False,"[35, 80, 18]",9950,en,Find Me Guilty,19.017,2006-03-16,Find Me Guilty,6.553,460
False,"[35, 14]",2978,en,Ghostbusters II,69.99,1989-06-16,Ghostbusters II,6.553,4132
False,[18],554230,en,The Lost Daughter,28.871,2021-12-16,The Lost Daughter,6.552,883
False,"[28, 80]",486131,en,Shaft,18.7,2019-06-14,Shaft,6.552,1631
False,"[18, 53]",244509,en,Cold in July,16.079,2014-05-23,Cold in July,6.552,703
False,"[12, 16, 10751, 14]",10539,en,James and the Giant Peach,28.067,1996-04-12,James and the Giant Peach,6.552,1242
False,"[53, 18, 80, 35]",425591,en,I Don't Feel at Home in This World Anymore,15.157,2017-01-19,I Don't Feel at Home in This World Anymore,6.551,1237
False,"[18, 10402]",3902,en,I'm Not There,14.667,2007-10-01,I'm Not There,6.6,651
False,"[28, 14, 27]",340176,ja,リアル鬼ごっこ,20.407,2015-05-11,Tag,6.55,317
False,"[18, 35]",231576,en,Wish I Was Here,17.094,2014-07-18,Wish I Was Here,6.55,695
False,"[28, 12, 18, 9648]",48492,zh,狄仁傑之通天帝國,26.936,2010-09-18,Detective Dee and the Mystery of the Phantom Flame,6.55,369
False,"[18, 28, 80, 53]",17689,en,The Gauntlet,21.35,1977-12-17,The Gauntlet,6.55,486
False,"[27, 9648]",588,en,Silent Hill,55.665,2006-04-21,Silent Hill,6.55,4055
False,"[35, 27]",730769,fr,Barbaque,9.961,2021-09-10,Some Like It Rare,6.549,365
False,"[53, 80]",613099,es,Legado en los huesos,16.83,2019-12-05,The Legacy of the Bones,6.549,397
False,"[16, 10751, 14, 12, 35]",417859,en,Puss in Boots,51.681,2011-10-27,Puss in Boots,6.549,3766
False,"[18, 878]",227156,en,The Giver,47.674,2014-08-13,The Giver,6.549,4303
False,"[80, 18, 36]",60309,en,The Conspirator,18.152,2011-04-15,The Conspirator,6.5,421
False,"[10749, 18]",11364,en,Regarding Henry,22.458,1991-07-10,Regarding Henry,6.5,546
False,[35],11064,en,Brewster's Millions,18.139,1985-05-22,Brewster's Millions,6.549,548
False,"[53, 80]",10909,en,Kalifornia,32.222,1993-06-24,Kalifornia,6.549,719
False,"[10752, 28, 18]",10652,en,Hamburger Hill,36.142,1987-08-07,Hamburger Hill,6.5,431
False,"[35, 18, 10749]",9087,en,The American President,25.935,1995-11-17,The American President,6.549,667
False,"[27, 35]",13122,en,The People Under the Stairs,19.1,1991-11-01,The People Under the Stairs,6.548,621
False,"[35, 10749]",9768,en,Cry-Baby,16.766,1990-04-06,Cry-Baby,6.548,1441
False,"[35, 10749, 18]",7211,en,Dan in Real Life,24.13,2007-10-26,Dan in Real Life,6.548,1146
False,"[27, 35]",503125,en,Little Monsters,14.925,2019-08-29,Little Monsters,6.547,631
False,"[80, 28, 53]",438674,en,Dragged Across Concrete,27.425,2018-09-03,Dragged Across Concrete,6.548,919
False,"[28, 12, 35, 10751, 14]",413658,km,The Warriors Gate,27.08,2016-11-18,The Warriors Gate,6.5,330
False,"[28, 12, 878, 53]",351286,en,Jurassic World: Fallen Kingdom,82.562,2018-06-06,Jurassic World: Fallen Kingdom,6.547,11348
False,"[37, 18]",264656,en,The Homesman,25.236,2014-05-18,The Homesman,6.547,754
False,"[878, 12, 9648]",70981,en,Prometheus,64.778,2012-05-30,Prometheus,6.547,11615
False,"[27, 53, 9648]",27324,ja,回路,20.177,2001-02-03,Pulse,6.547,457
False,"[53, 80, 28]",10650,en,Sudden Impact,32.703,1983-12-08,Sudden Impact,6.547,842
False,"[28, 12, 18, 36, 10749, 10752]",9664,en,Flyboys,37.695,2006-09-22,Flyboys,6.547,755
False,"[12, 28, 14]",1865,en,Pirates of the Caribbean: On Stranger Tides,112.884,2011-05-15,Pirates of the Caribbean: On Stranger Tides,6.547,13497
False,[35],309245,en,Mistress America,20.811,2015-08-14,Mistress America,6.546,511
False,"[28, 53, 80, 18]",80389,en,Get the Gringo,25.351,2012-03-15,Get the Gringo,6.5,1552
False,[27],17898,en,Silver Bullet,21.243,1985-10-10,Silver Bullet,6.546,554
False,"[35, 18]",9689,en,Hollywood Ending,17.399,2002-05-03,Hollywood Ending,6.546,468
False,"[14, 35, 27, 10751]",616747,en,Haunted Mansion,35.993,2023-07-26,Haunted Mansion,6.5,919
False,"[10752, 28, 36, 53]",339259,en,The Man with the Iron Heart,27.481,2017-05-25,The Man with the Iron Heart,6.545,734
False,"[10751, 16]",19405,en,Recess: School's Out,22.056,2001-02-16,Recess: School's Out,6.545,321
False,"[10749, 35, 18]",14429,en,Drive Me Crazy,18.822,1999-10-01,Drive Me Crazy,6.545,359
False,"[28, 18, 14]",274857,en,King Arthur: Legend of the Sword,62.922,2017-05-10,King Arthur: Legend of the Sword,6.544,5487
False,"[16, 12, 35, 14]",125521,ja,スレイヤーズ RETURN,14.872,1996-08-03,Slayers Return,6.544,1849
False,"[35, 10751, 18]",10414,en,The Mighty Ducks,21.618,1992-10-02,The Mighty Ducks,6.547,829
False,[18],615952,en,Armageddon Time,24.024,2022-10-28,Armageddon Time,6.543,375
False,"[10751, 16, 35]",413644,en,The Son of Bigfoot,24.285,2017-07-26,The Son of Bigfoot,6.543,463
False,[18],300693,en,Truth,19.022,2015-10-16,Truth,6.543,460
False,"[53, 27]",10493,en,Dead Calm,22.002,1989-04-07,Dead Calm,6.543,681
False,"[28, 35, 10752]",9255,en,Hot Shots! Part Deux,32.692,1993-05-21,Hot Shots! Part Deux,6.5,1748
False,"[12, 28, 878]",1893,en,Star Wars: Episode I - The Phantom Menace,43.056,1999-05-19,Star Wars: Episode I - The Phantom Menace,6.543,13995
False,"[18, 80, 53]",466081,en,The Informer,26.53,2019-08-30,The Informer,6.542,774
False,"[35, 10749, 878]",11814,en,Weird Science,27.115,1985-08-01,Weird Science,6.542,1303
False,"[18, 53]",9445,en,Apt Pupil,27.397,1998-10-23,Apt Pupil,6.5,602
False,"[14, 28, 12, 18]",8840,en,DragonHeart,20.602,1996-05-31,DragonHeart,6.542,1895
False,"[28, 12, 35]",752623,en,The Lost City,53.878,2022-03-24,The Lost City,6.541,3307
False,"[35, 10749, 18]",10184,en,He's Just Not That Into You,58.751,2009-02-06,He's Just Not That Into You,6.541,3504
False,"[53, 14, 9648]",10052,en,Dragonfly,21.13,2002-02-22,Dragonfly,6.541,809
False,"[80, 18, 53]",4413,en,The Brave One,23.359,2007-09-12,The Brave One,6.541,888
False,"[18, 53, 9648]",799546,en,Luckiest Girl Alive,19.63,2022-09-30,Luckiest Girl Alive,6.54,770
False,"[28, 53, 35, 12]",739405,en,Operation Fortune: Ruse de Guerre,58.473,2023-01-04,Operation Fortune: Ruse de Guerre,6.54,1256
False,"[27, 53, 14]",526051,en,Look Away,18.828,2018-11-02,Look Away,6.54,791
False,"[18, 53]",87499,en,The East,17.655,2013-05-31,The East,6.54,729
False,"[12, 14, 28, 37, 53]",46528,en,The Warrior's Way,26.374,2010-12-01,The Warrior's Way,6.537,593
False,"[18, 37, 80]",12690,en,Appaloosa,20.958,2008-09-19,Appaloosa,6.54,928
False,"[35, 10751, 10749]",11247,en,A Cinderella Story,43.921,2004-07-16,A Cinderella Story,6.54,3073
False,"[28, 12, 53]",206647,en,Spectre,49.212,2015-10-26,Spectre,6.539,10143
False,"[28, 35, 80]",136400,en,2 Guns,42.608,2013-08-02,2 Guns,6.539,3957
False,"[35, 10751]",13704,en,License to Drive,22.764,1988-07-06,License to Drive,6.539,345
False,"[80, 10749, 18, 53]",11027,en,The Postman Always Rings Twice,21.232,1981-03-20,The Postman Always Rings Twice,6.539,467
False,"[35, 10751]",6283,en,MouseHunt,28.386,1997-12-19,MouseHunt,6.539,1180
False,"[27, 14, 878, 53]",296271,en,The Devil Conspiracy,37.066,2023-01-13,The Devil Conspiracy,6.538,344
False,"[28, 53]",9873,en,F/X,23.352,1986-02-07,F/X,6.537,397
False,"[27, 878, 35]",9035,en,Slither,34.325,2006-03-31,Slither,6.537,1436
False,"[18, 9648, 878, 53]",8338,en,Blindness,46.952,2008-05-14,Blindness,6.537,1210
False,"[80, 18]",2148,en,The Cotton Club,21.423,1984-12-14,The Cotton Club,6.5,374
False,"[27, 53, 9648]",522681,en,Escape Room,35.025,2019-01-03,Escape Room,6.536,4459
False,"[36, 18, 80, 27]",445040,en,My Friend Dahmer,19.717,2017-11-03,My Friend Dahmer,6.536,546
False,"[10402, 18, 10749, 10751]",14024,en,Raise Your Voice,13.986,2004-08-10,Raise Your Voice,6.536,803
False,"[28, 53]",429473,en,Lou,26.309,2022-09-23,Lou,6.535,619
False,"[37, 28]",12106,en,The Quick and the Dead,30.259,1995-02-09,The Quick and the Dead,6.535,1625
False,"[28, 18, 878, 53]",6950,en,Outbreak,33.012,1995-03-10,Outbreak,6.535,2125
