adult,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
False,"[10751, 35]",10481,en,102 Dalmatians,24.483,2000-10-07,102 Dalmatians,5.481,1294
False,[35],4257,en,Scary Movie 4,41.424,2006-04-12,Scary Movie 4,5.5,3104
False,"[27, 53, 9648]",717728,en,Jeepers Creepers: Reborn,53.989,2022-09-15,Jeepers Creepers: Reborn,5.48,929
False,"[18, 53]",612152,en,Secret Obsession,19.904,2019-07-18,Secret Obsession,5.48,1053
False,[35],513083,en,Wine Country,20.762,2019-05-08,Wine Country,5.479,485
False,"[80, 53, 28]",201088,en,Blackhat,36.022,2015-01-13,Blackhat,5.479,1941
False,"[14, 53, 28, 80]",47327,en,Drive Angry,39.958,2011-02-24,Drive Angry,5.479,1750
False,"[35, 28]",613377,fr,30 jours max,13.103,2020-10-14,30 Days Max,5.478,341
False,"[18, 27, 53]",9592,en,Open Water 2: Adrift,18.168,2006-07-10,Open Water 2 : Adrift,5.478,651
False,"[878, 53, 18, 80]",16258,en,The Butterfly Effect 3: Revelations,22.655,2009-01-09,The Butterfly Effect 3: Revelations,5.477,528
False,"[28, 53, 80, 14, 9648, 27]",9456,en,The Crow: Salvation,24.084,2000-01-23,The Crow: Salvation,5.5,306
False,[35],8274,en,American Pie Presents: Band Camp,45.941,2005-10-31,American Pie Presents: Band Camp,5.477,1992
False,"[27, 9648]",26688,en,Sorority Row,19.258,2009-09-09,Sorority Row,5.476,536
False,"[27, 53]",9796,en,Turistas,20.838,2006-12-01,Turistas,5.475,785
False,"[27, 18]",340103,en,The Monster,16.99,2016-11-11,The Monster,5.472,532
False,"[10749, 18, 10402]",330947,en,Song to Song,18.44,2017-03-17,Song to Song,5.472,819
False,"[35, 80]",97434,en,Gambit,23.95,2012-04-25,Gambit,5.472,640
False,"[35, 27]",246403,en,Tusk,42.89,2014-09-19,Tusk,5.472,1305
False,"[35, 10751, 14]",23023,en,Tooth Fairy,38.367,2010-01-14,Tooth Fairy,5.471,1896
False,"[28, 35]",456750,en,"Game Over, Man!",30.988,2018-03-23,"Game Over, Man!",5.47,890
False,"[18, 10749, 53]",12618,en,Random Hearts,20.811,1999-10-08,Random Hearts,5.47,354
False,"[35, 10749]",2752,en,40 Days and 40 Nights,12.079,2002-03-01,40 Days and 40 Nights,5.469,1052
False,"[53, 80, 28]",262338,en,Good People,22.534,2014-08-12,Good People,5.468,437
False,"[35, 28, 80]",615177,en,Coffee & Kareem,16.695,2020-04-03,Coffee & Kareem,5.467,392
False,"[28, 80, 53]",399173,en,The Assignment,20.281,2016-06-08,The Assignment,5.467,484
False,"[28, 12, 35]",9838,en,King Solomon's Mines,22.168,1985-11-22,King Solomon's Mines,5.467,379
False,"[28, 12, 35]",9471,en,Charlie's Angels: Full Throttle,42.321,2003-06-27,Charlie's Angels: Full Throttle,5.5,2897
False,"[10751, 12, 16, 10749]",13761,en,Pocahontas II: Journey to a New World,18.851,1998-08-04,Pocahontas II: Journey to a New World,5.466,1278
False,"[27, 53]",7182,en,Venom,16.516,2005-09-16,Venom,5.466,324
False,"[27, 53]",76617,en,Texas Chainsaw 3D,58.384,2013-01-03,Texas Chainsaw 3D,5.5,1596
False,"[28, 35]",37931,en,MacGruber,23.132,2010-05-21,MacGruber,5.464,519
False,"[12, 28, 18, 14]",7840,en,"10,000 BC",35.55,2008-03-04,"10,000 BC",5.462,2816
False,"[16, 10751, 35]",378236,en,The Emoji Movie,46.022,2017-07-23,The Emoji Movie,5.459,2924
False,"[16, 10751, 35]",378236,en,The Emoji Movie,46.022,2017-07-23,The Emoji Movie,5.459,2924
False,"[27, 9648]",465086,en,The Grudge,35.343,2019-12-31,The Grudge,5.458,1134
False,"[35, 80, 18]",16991,en,Observe and Report,20.88,2009-04-10,Observe and Report,5.458,636
False,"[10749, 35, 27]",244566,en,Life After Beth,26.366,2014-08-15,Life After Beth,5.457,635
False,"[35, 80, 27, 53]",10342,en,Teaching Mrs. Tingle,15.381,1999-08-11,Teaching Mrs. Tingle,5.5,311
False,"[35, 10749]",9842,en,School for Scoundrels,11.112,2006-09-29,School for Scoundrels,5.456,331
False,"[53, 28, 80]",442064,en,Proud Mary,19.439,2018-01-12,Proud Mary,5.455,475
False,"[878, 53, 27]",190847,en,The Last Days on Mars,13.811,2013-08-11,The Last Days on Mars,5.455,765
False,"[80, 18]",75622,en,Rampart,22.393,2011-11-23,Rampart,5.454,345
False,"[35, 10749]",19824,en,Van Wilder: Freshman Year,18.485,2009-06-02,Van Wilder: Freshman Year,5.454,316
False,[35],182219,fr,Les Profs,0.6,2013-04-17,Serial Teachers,5.5,1174
False,"[53, 18]",9264,en,Poison Ivy,24.175,1992-05-08,Poison Ivy,5.5,335
False,"[18, 10752, 53]",10165,en,Fear and Desire,17.419,1953-03-31,Fear and Desire,5.45,463
False,"[53, 9648, 18]",452832,en,Serenity,24.684,2019-01-24,Serenity,5.449,1463
False,[18],87368,fr,17 filles,7.787,2011-06-13,17 Girls,5.449,306
False,"[16, 10751, 14, 28, 12, 35]",19585,en,G-Force,29.79,2009-07-24,G-Force,5.449,1777
False,"[35, 80]",4551,en,Be Cool,21.043,2005-03-04,Be Cool,5.449,833
False,[35],54309,it,Notte prima degli esami - Oggi,8.883,2007-02-14,The Night Before the Exams Today,5.448,664
False,"[28, 12, 35, 10751]",11335,en,Popeye,28.733,1980-12-12,Popeye,5.4,574
False,"[27, 35]",10012,en,Cursed,32.015,2005-02-25,Cursed,5.449,660
False,"[35, 27]",11249,en,Seed of Chucky,45.849,2004-11-12,Seed of Chucky,5.4,1519
False,"[12, 14, 28]",23047,en,Season of the Witch,36.338,2011-01-07,Season of the Witch,5.446,2321
False,"[28, 80, 53, 12]",326,en,Snakes on a Plane,29.305,2006-08-17,Snakes on a Plane,5.4,1678
False,[35],239573,en,Unfinished Business,21.692,2015-03-05,Unfinished Business,5.445,766
False,"[12, 14, 28, 27]",11237,en,Anacondas: The Hunt for the Blood Orchid,52.711,2004-08-25,Anacondas: The Hunt for the Blood Orchid,5.444,899
False,"[35, 10749]",19824,en,Van Wilder: Freshman Year,18.485,2009-06-02,Van Wilder: Freshman Year,5.454,316
False,"[18, 53]",867,en,Sliver,84.948,1993-05-21,Sliver,5.443,636
False,[53],1063422,en,The Strays,18.376,2023-02-17,The Strays,5.442,335
False,"[27, 14, 53, 18]",362826,en,Wildling,23.406,2018-04-13,Wildling,5.442,337
False,"[35, 18, 10749]",413471,en,The Late Bloomer,21.913,2016-10-07,The Late Bloomer,5.441,324
False,"[27, 53]",104755,en,The Lords of Salem,30.062,2013-04-18,The Lords of Salem,5.441,810
False,"[53, 27, 14]",63207,en,Intruders,23.314,2011-09-12,Intruders,5.441,483
False,"[27, 9648, 14]",12597,en,Hellraiser: Inferno,31.238,2000-10-31,Hellraiser: Inferno,5.439,436
False,[35],454283,en,Action Point,17.802,2018-06-01,Action Point,5.436,326
False,"[27, 53, 14, 9648]",11618,en,The Haunting,28.049,1999-07-23,The Haunting,5.435,1290
False,"[10749, 18]",323674,en,6 Years,11.148,2015-03-14,6 Years,5.434,701
False,"[35, 27]",535581,en,The Dead Don't Die,29.15,2019-05-15,The Dead Don't Die,5.431,2382
False,[35],19794,en,Labor Pains,12.387,2009-06-19,Labor Pains,5.432,413
False,"[27, 53, 878]",10281,en,Friday the 13th Part VII: The New Blood,32.43,1988-05-13,Friday the 13th Part VII: The New Blood,5.432,965
False,[27],512025,en,There's Someone Inside Your House,23.584,2021-09-24,There's Someone Inside Your House,5.431,627
False,[35],465109,en,The Week Of,23.719,2018-04-27,The Week Of,5.431,757
False,"[35, 10749, 10751]",38317,en,Zookeeper,43.538,2011-07-06,Zookeeper,5.429,1572
False,[35],516043,it,Arrivano i prof,6.784,2018-05-01,Here Come the Teachers,5.4,371
False,"[35, 18]",8944,en,What Just Happened,21.038,2008-10-17,What Just Happened,5.429,414
False,"[35, 18, 10749]",50217,en,From Prada to Nada,14.743,2011-01-28,From Prada to Nada,5.427,317
False,"[28, 35, 878, 14]",9067,en,Tank Girl,22.886,1995-03-31,Tank Girl,5.424,450
False,"[28, 12, 878]",121856,en,Assassin's Creed,32.385,2016-12-21,Assassin's Creed,5.423,7487
False,"[27, 878]",17918,en,Swamp Thing,22.833,1982-01-01,Swamp Thing,5.4,356
False,[35],531949,en,Father of the Year,9.931,2018-07-20,Father of the Year,5.421,455
False,"[18, 53]",453201,en,The 15:17 to Paris,21.245,2018-02-07,The 15:17 to Paris,5.421,1547
False,"[27, 878, 53]",9827,en,Phantoms,15.998,1998-01-23,Phantoms,5.414,319
False,"[28, 80, 14]",414,en,Batman Forever,44.469,1995-06-16,Batman Forever,5.422,4925
False,"[27, 53]",10824,en,Candyman: Farewell to the Flesh,16.815,1995-03-17,Candyman: Farewell to the Flesh,5.419,347
False,"[12, 35, 878]",18162,en,Land of the Lost,24.404,2009-06-05,Land of the Lost,5.417,1245
False,"[28, 80]",9625,en,The Glimmer Man,18.481,1996-10-04,The Glimmer Man,5.417,361
False,"[35, 10749]",84174,en,Bachelorette,21.396,2012-01-23,Bachelorette,5.416,1159
False,"[27, 9648, 53]",6933,en,One Missed Call,13.111,2008-01-04,One Missed Call,5.415,728
False,"[18, 878, 53]",401905,en,Fahrenheit 451,22.353,2018-05-12,Fahrenheit 451,5.414,810
False,"[18, 80]",96936,en,The Bling Ring,27.913,2013-06-12,The Bling Ring,5.414,2939
False,"[12, 10751, 35, 14]",39346,en,Casper: A Spirited Beginning,24.21,1997-09-09,Casper: A Spirited Beginning,5.414,304
False,"[27, 878, 53]",9827,en,Phantoms,15.998,1998-01-23,Phantoms,5.414,319
False,"[53, 27]",203834,en,Jessabelle,23.443,2014-11-07,Jessabelle,5.413,751
False,[53],340677,en,I.T.,16.658,2016-09-09,I.T.,5.412,597
False,"[28, 80, 53]",127493,en,Stolen,28.436,2012-09-06,Stolen,5.4,972
False,"[28, 878, 53]",178809,en,The Colony,18.582,2013-04-12,The Colony,5.41,1089
False,"[14, 28, 878, 12]",426285,ja,鋼の錬金術師,17.739,2017-12-01,Fullmetal Alchemist,5.409,522
False,"[35, 80, 18, 9648]",338964,en,Bad Santa 2,18.024,2016-11-23,Bad Santa 2,5.409,745
False,"[27, 53]",58428,en,The Innkeepers,17.801,2011-08-18,The Innkeepers,5.409,613
False,"[53, 27]",811072,es,Dos,17.495,2021-07-23,Two,5.408,314
False,"[27, 53]",284564,en,31,21.564,2016-09-15,31,5.408,758
False,[35],252607,fr,Fiston,6.6,2014-03-12,Junior,5.408,661
False,"[35, 27]",43593,en,Piranha 3D,50.974,2010-08-20,Piranha 3D,5.408,2087
False,"[28, 12, 35, 10751]",14560,en,Paul Blart: Mall Cop,28.972,2009-01-15,Paul Blart: Mall Cop,5.408,2373
False,"[10751, 28, 12, 35, 14, 878]",6589,en,Underdog,18.444,2007-08-03,Underdog,5.407,647
False,"[9648, 27, 53]",1977,en,The Grudge 3,20.496,2009-05-12,The Grudge 3,5.407,556
False,"[27, 53]",10160,en,A Nightmare on Elm Street: The Dream Child,36.214,1989-08-11,A Nightmare on Elm Street: The Dream Child,5.406,1174
False,"[12, 18, 14, 10751, 53]",2274,en,The Seeker: The Dark Is Rising,13.644,2007-10-05,The Seeker: The Dark Is Rising,5.405,391
False,"[27, 53]",227348,en,Paranormal Activity: The Marked Ones,28.414,2014-01-01,Paranormal Activity: The Marked Ones,5.403,1381
False,[35],225886,en,Sex Tape,60.382,2014-07-17,Sex Tape,5.403,3948
False,"[27, 878]",254191,en,Honeymoon,20.644,2014-09-12,Honeymoon,5.402,560
False,"[27, 9648, 53]",11026,en,Exorcist: The Beginning,22.648,2004-08-20,Exorcist: The Beginning,5.4,747
False,"[28, 12, 14, 27, 878, 53]",10336,en,Spawn,22.475,1997-07-31,Spawn,5.4,1262
False,"[10749, 35]",12657,en,Soul Plane,22.57,2004-05-28,Soul Plane,5.399,402
False,"[12, 35, 10751, 878]",11425,en,"Honey, We Shrunk Ourselves",27.622,1997-03-18,"Honey, We Shrunk Ourselves",5.399,633
False,"[27, 9648, 18]",92182,en,Silent House,11.184,2011-01-21,Silent House,5.397,383
False,[27],82990,en,Paranormal Activity 4,32.824,2012-10-17,Paranormal Activity 4,5.4,1793
False,"[53, 878]",8645,en,The Happening,38.283,2008-06-11,The Happening,5.396,3406
False,"[28, 12, 35, 53]",8427,en,I Spy,21.993,2002-10-31,I Spy,5.395,896
False,"[878, 12]",2157,en,Lost in Space,23.989,1998-04-03,Lost in Space,5.393,1160
False,"[27, 53]",241258,en,Incarnate,26.125,2016-12-01,Incarnate,5.393,528
False,"[10749, 35]",1641,en,Forces of Nature,21.187,1999-03-12,Forces of Nature,5.393,499
False,"[35, 14, 878]",10658,en,Howard the Duck,19.657,1986-08-01,Howard the Duck,5.395,948
False,"[53, 18]",500904,en,A Vigilante,16.65,2019-03-29,A Vigilante,5.391,361
False,"[10751, 35]",10992,en,Cats & Dogs,39.784,2001-07-04,Cats & Dogs,5.391,1550
False,"[18, 12, 14]",530081,en,The Man Who Killed Hitler and Then the Bigfoot,18.824,2019-02-08,The Man Who Killed Hitler and Then the Bigfoot,5.389,407
False,[27],259072,en,Wrong Turn 6: Last Resort,30.461,2014-08-22,Wrong Turn 6: Last Resort,5.39,820
False,"[27, 28, 878]",9423,en,Virus,20.099,1999-01-14,Virus,5.389,557
False,"[35, 18, 10749]",21583,en,Management,17.399,2009-02-08,Management,5.4,309
False,[878],10048,en,Stealth,30.29,2005-07-27,Stealth,5.388,977
False,"[18, 53, 28, 878]",347882,en,Sleight,7.97,2016-04-28,Sleight,5.4,497
False,"[18, 53, 28, 878]",347882,en,Sleight,7.97,2016-04-28,Sleight,5.4,497
False,"[80, 18, 28, 53, 878]",42194,en,Tekken,26.11,2010-03-20,Tekken,5.387,660
False,"[53, 80, 18]",850018,en,Windfall,18.801,2022-03-11,Windfall,5.384,389
False,"[53, 9648, 80]",395841,en,Hold the Dark,18.167,2018-09-22,Hold the Dark,5.384,906
False,"[80, 35, 53]",276839,en,Home Sweet Hell,22.797,2015-03-13,Home Sweet Hell,5.383,429
False,"[28, 18]",169209,en,Empire State,27.373,2013-09-03,Empire State,5.383,646
False,"[28, 12, 80, 53]",480042,en,Escape Plan: The Extractors,23.007,2019-06-20,Escape Plan: The Extractors,5.4,795
False,"[27, 53]",125509,en,Wrong Turn 5: Bloodlines,52.957,2012-10-23,Wrong Turn 5: Bloodlines,5.4,881
False,"[35, 14, 12]",11469,en,Black Knight,21.677,2001-11-21,Black Knight,5.381,1051
False,[27],10906,en,Pet Sematary II,31.999,1992-08-28,Pet Sematary II,5.4,494
False,"[35, 28]",10535,en,Spy Hard,24.203,1996-05-24,Spy Hard,5.375,614
False,"[35, 10402, 10752]",253414,en,Rock the Kasbah,16.738,2015-10-22,Rock the Kasbah,5.374,318
False,"[35, 18, 10749]",24438,en,Did You Hear About the Morgans?,19.549,2009-12-17,Did You Hear About the Morgans?,5.373,929
False,"[35, 10749]",339404,en,The Layover,28.391,2017-09-01,The Layover,5.372,669
False,"[9648, 53]",12767,en,Cold Creek Manor,18.406,2003-09-19,Cold Creek Manor,5.372,453
False,[27],463602,en,Slumber,15.057,2017-12-01,Slumber,5.37,326
False,"[35, 27]",401561,en,Mom and Dad,29.842,2018-01-19,Mom and Dad,5.37,945
False,[27],12700,en,Dominion: Prequel to The Exorcist,26.468,2005-05-20,Dominion: Prequel to The Exorcist,5.4,343
False,[27],290637,en,Pay the Ghost,18.827,2015-09-16,Pay the Ghost,5.4,719
False,"[53, 18, 27]",49950,en,The Roommate,18.743,2011-02-04,The Roommate,5.368,911
False,"[80, 28, 18, 53]",13051,en,Max Payne,44.92,2008-10-15,Max Payne,5.367,1954
False,"[27, 53]",204349,en,Contracted,19.129,2013-07-07,Contracted,5.366,469
False,"[53, 28]",180948,en,Vehicle 19,16.978,2013-03-07,Vehicle 19,5.366,484
False,[35],80015,fr,Hollywoo,11.444,2011-12-07,Hollywoo,5.366,571
False,"[53, 27]",10063,en,The Breed,22.839,2006-05-17,The Breed,5.366,351
False,"[53, 9648, 27]",463684,en,Velvet Buzzsaw,20.472,2019-02-01,Velvet Buzzsaw,5.362,1822
False,"[28, 14, 35]",43074,en,Ghostbusters,115.063,2016-07-14,Ghostbusters,5.362,6132
False,"[27, 18]",287424,en,Maggie,22.206,2015-05-08,Maggie,5.4,1522
False,"[80, 28, 53]",500919,en,211,31.174,2018-05-30,211,5.36,431
False,"[27, 9648]",353686,en,Visions,15.189,2015-08-28,Visions,5.36,413
False,"[28, 12, 27, 53]",9042,en,The Cave,24.718,2005-08-26,The Cave,5.36,860
False,"[28, 18, 10751, 12]",11231,en,The Next Karate Kid,33.42,1994-07-18,The Next Karate Kid,5.358,960
False,"[28, 12, 35, 10751, 14, 878]",1499,en,Teenage Mutant Ninja Turtles III,28.432,1993-03-17,Teenage Mutant Ninja Turtles III,5.364,762
False,"[28, 35]",373569,en,Snatched,25.994,2017-05-03,Snatched,5.356,770
False,"[35, 878, 10751]",9612,en,Coneheads,31.83,1993-07-23,Coneheads,5.356,855
False,"[35, 10749]",10642,en,Loser,16.201,2000-07-21,Loser,5.352,403
False,"[28, 80, 53]",37498,en,Knock Off,14.224,1998-09-04,Knock Off,5.351,336
False,"[10749, 35, 10751]",11982,en,Look Who's Talking Now!,20.245,1993-11-05,Look Who's Talking Now!,5.351,982
False,"[53, 27]",263472,en,Knock Knock,44.774,2015-06-26,Knock Knock,5.3,3011
False,"[53, 27]",203835,en,Amityville: The Awakening,33.565,2017-06-30,Amityville: The Awakening,5.349,979
False,[27],24150,en,Halloween II,25.33,2009-08-28,Halloween II,5.346,1331
False,"[16, 10751, 35]",12448,en,The Hunchback of Notre Dame II,40.813,2002-02-05,The Hunchback of Notre Dame II,5.346,761
False,[35],481762,fr,"Neuilly sa mère, sa mère !",7.454,2018-08-08,"Neuilly sa mère, sa mère !",5.342,322
False,"[35, 10751]",417830,en,Diary of a Wimpy Kid: The Long Haul,24.73,2017-05-19,Diary of a Wimpy Kid: The Long Haul,5.34,443
False,"[37, 18]",333386,en,The Duel,18.196,2016-06-24,The Duel,5.34,323
False,"[35, 10749, 18]",14846,en,Little Black Book,22.168,2004-08-06,Little Black Book,5.3,332
False,"[18, 878]",301337,en,Downsizing,46.805,2017-12-22,Downsizing,5.338,3626
False,"[10751, 35]",277368,fr,Les Vacances du Petit Nicolas,11.939,2014-07-09,Nicholas on Holiday,5.338,435
False,"[10749, 28, 12, 80, 9648]",11540,fr,Arsène Lupin,19.599,2004-09-17,Arsène Lupin,5.338,319
False,"[27, 9648, 53]",3600,en,I Still Know What You Did Last Summer,31.397,1998-11-13,I Still Know What You Did Last Summer,5.337,1399
False,"[878, 53]",476926,en,The Titan,22.992,2018-03-30,The Titan,5.335,1184
False,"[35, 27]",13121,en,Teeth,18.257,2008-01-18,Teeth,5.336,688
False,"[18, 53]",408381,en,Monolith,49.965,2016-05-12,Monolith,5.335,357
False,[35],226486,en,Tammy,17.744,2014-07-02,Tammy,5.335,1161
False,"[28, 53, 9648]",77948,en,The Cold Light of Day,20.833,2012-04-04,The Cold Light of Day,5.335,850
False,"[27, 53, 878]",838484,en,Choose or Die,21.913,2022-04-15,Choose or Die,5.334,729
False,"[28, 53]",47964,en,A Good Day to Die Hard,32.912,2013-02-06,A Good Day to Die Hard,5.333,6188
False,"[27, 53]",23966,en,Deadgirl,16.771,2008-09-06,Deadgirl,5.343,325
False,"[28, 12, 35, 878, 37]",8487,en,Wild Wild West,27.736,1999-06-30,Wild Wild West,5.329,3175
False,[35],325844,fr,Les Profs 2,10.763,2015-07-01,Serial Teachers 2,5.328,897
False,"[18, 35]",186759,en,Get a Job,18.298,2016-03-17,Get a Job,5.328,631
False,"[9648, 27, 53]",43552,en,Vanishing on 7th Street,21.376,2010-09-11,Vanishing on 7th Street,5.328,547
False,"[27, 53, 14]",11361,en,Halloween 5: The Revenge of Michael Myers,31.733,1989-10-12,Halloween 5: The Revenge of Michael Myers,5.327,1124
False,"[18, 28, 53]",10064,en,Edison,19.781,2005-07-29,Edison,5.326,305
False,[35],1792,en,Stuck on You,22.214,2003-12-10,Stuck on You,5.325,627
False,[53],288281,en,A Good Marriage,15.892,2014-10-03,A Good Marriage,5.324,427
False,"[12, 14, 28]",9626,en,Red Sonja,26.611,1985-04-09,Red Sonja,5.3,774
False,"[14, 35, 10751]",888,en,The Flintstones,51.657,1994-05-26,The Flintstones,5.324,2334
False,[35],430528,fr,Si j'étais un homme,9.64,2017-02-22,If I Were a Boy,5.321,355
False,"[35, 10751, 12, 10749]",14405,en,Beverly Hills Chihuahua,22.276,2008-10-03,Beverly Hills Chihuahua,5.321,1003
False,"[53, 28]",595985,en,Cold Blood,32.142,2019-05-15,Cold Blood,5.32,361
False,"[27, 53]",100241,en,"I, Frankenstein",27.876,2014-01-22,"I, Frankenstein",5.319,1820
False,"[35, 14, 12, 28]",38319,en,Your Highness,25.166,2011-04-08,Your Highness,5.319,1257
False,"[80, 18, 53]",242076,en,The Bag Man,14.919,2014-02-28,The Bag Man,5.3,330
False,"[18, 10749]",64586,en,Sleeping Beauty,23.104,2011-06-10,Sleeping Beauty,5.316,592
False,"[878, 53]",528085,en,2067,25.527,2020-10-01,2067,5.316,795
False,[35],10118,en,Material Girls,18.787,2006-08-18,Material Girls,5.312,443
False,"[80, 18, 36, 53]",339103,en,Gotti,20.845,2018-06-14,Gotti,5.311,583
False,"[35, 18]",44564,en,The Dilemma,23.736,2011-01-13,The Dilemma,5.311,809
False,"[27, 53]",11284,en,Freddy's Dead: The Final Nightmare,34.246,1991-09-05,Freddy's Dead: The Final Nightmare,5.311,1233
False,[35],323020,fr,Bis,8.564,2015-02-18,Bis,5.31,535
False,"[53, 27]",234212,en,Demonic,25.363,2015-02-12,Demonic,5.309,464
False,"[35, 18, 10749]",42888,en,How Do You Know,22.942,2010-12-17,How Do You Know,5.309,928
False,"[53, 27]",433244,en,Clinical,16.642,2017-01-13,Clinical,5.307,392
False,[35],341392,fr,Lolo,15.241,2015-09-03,Lolo,5.307,365
False,"[28, 35]",9876,en,Stop! Or My Mom Will Shoot,32.454,1992-02-21,Stop! Or My Mom Will Shoot,5.307,953
False,"[35, 12]",11933,en,Nothing but Trouble,22.722,1991-02-15,Nothing but Trouble,5.3,330
False,"[10751, 35, 12, 28, 878]",14113,en,Zoom,24.167,2006-08-11,Zoom,5.305,575
False,"[12, 14, 28]",37430,en,Conan the Barbarian,30.682,2011-08-17,Conan the Barbarian,5.302,1775
False,"[80, 18, 9648, 53]",317091,en,November Criminals,20.112,2017-11-07,November Criminals,5.301,605
False,"[27, 53]",146301,en,Paranormal Activity: The Ghost Dimension,29.757,2015-10-21,Paranormal Activity: The Ghost Dimension,5.3,1316
False,[27],282813,en,The Pyramid,25.304,2014-12-04,The Pyramid,5.3,1002
False,"[10402, 28, 35, 80]",11568,en,Blues Brothers 2000,27.34,1998-02-05,Blues Brothers 2000,5.299,633
False,"[35, 10751, 10749, 14]",10808,en,Dr. Dolittle 2,30.983,2001-06-22,Dr. Dolittle 2,5.299,1593
False,[35],298614,fr,Une heure de tranquillité,7.644,2014-12-31,Do Not Disturb,5.298,330
False,"[27, 53, 878]",50357,en,Apollo 18,26.218,2011-07-20,Apollo 18,5.297,946
False,[35],42446,it,Vacanze di Natale 2000,8.811,1999-12-17,Vacanze di Natale 2000,5.3,341
False,"[18, 53]",329981,en,Shut In,20.895,2016-11-11,Shut In,5.3,669
False,"[53, 27]",157544,en,The Vatican Tapes,24.117,2015-07-23,The Vatican Tapes,5.295,723
